Subject	journal	impact_factor	Cas
PERIPHERAL VASCULAR DISEASE	ATHEROSCLEROSIS SUPPLEMENTS	2.350 	Q4
PERIPHERAL VASCULAR DISEASE	BLOOD PRESSURE	2.292 	Q4
PERIPHERAL VASCULAR DISEASE	Journal of the American Society of Hypertension	2.268 	Q3
PERIPHERAL VASCULAR DISEASE	VASCULAR MEDICINE	2.158 	Q3
PERIPHERAL VASCULAR DISEASE	KIDNEY & BLOOD PRESSURE RESEARCH	2.123 	Q3
PERIPHERAL VASCULAR DISEASE	Pregnancy Hypertension-An International Journal of Womens Cardiovascular Health	1.992 	Q4
PERIPHERAL VASCULAR DISEASE	JOURNAL OF HUMAN HYPERTENSION	1.935 	Q3
PERIPHERAL VASCULAR DISEASE	JOURNAL OF CARDIOTHORACIC AND VASCULAR ANESTHESIA	1.882 	Q3
PERIPHERAL VASCULAR DISEASE	International Journal of Hypertension	1.865 	Q4
PERIPHERAL VASCULAR DISEASE	JOURNAL OF VASCULAR RESEARCH	1.855 	Q3
PERIPHERAL VASCULAR DISEASE	CLINICAL AND APPLIED THROMBOSIS-HEMOSTASIS	1.846 	Q4
PERIPHERAL VASCULAR DISEASE	HYPERTENSION IN PREGNANCY	1.736 	Q4
PERIPHERAL VASCULAR DISEASE	Journal of Stroke & Cerebrovascular Diseases	1.646 	Q4
PERIPHERAL VASCULAR DISEASE	CLINICAL HEMORHEOLOGY AND MICROCIRCULATION	1.642 	Q4
PERIPHERAL VASCULAR DISEASE	HEART AND VESSELS	1.620 	Q3
PERIPHERAL VASCULAR DISEASE	Seminars in Vascular Surgery	1.568 	Q4
PERIPHERAL VASCULAR DISEASE	PHLEBOLOGY	1.541 	Q4
PERIPHERAL VASCULAR DISEASE	Vasa-European Journal of Vascular Medicine	1.534 	Q4
PERIPHERAL VASCULAR DISEASE	CLINICAL AND EXPERIMENTAL HYPERTENSION	1.522 	Q4
PERIPHERAL VASCULAR DISEASE	Journal of Vascular Access	1.397 	Q4
PERIPHERAL VASCULAR DISEASE	JOURNAL OF THE RENIN-ANGIOTENSIN-ALDOSTERONE SYSTEM	1.356 	Q4
PERIPHERAL VASCULAR DISEASE	INTERNATIONAL ANGIOLOGY	1.279 	Q4
PERIPHERAL VASCULAR DISEASE	ANNALS OF VASCULAR SURGERY	1.179 	Q4
PERIPHERAL VASCULAR DISEASE	Vascular	1.176 	Q4
PERIPHERAL VASCULAR DISEASE	JOURNAL OF CARDIOVASCULAR SURGERY	1.062 	Q4
PERIPHERAL VASCULAR DISEASE	BLOOD PRESSURE MONITORING	1.008 	Q4
PERIPHERAL VASCULAR DISEASE	Artery Research	0.969 	Q4
PERIPHERAL VASCULAR DISEASE	PERFUSION-UK	0.950 	Q4
PERIPHERAL VASCULAR DISEASE	Vascular and Endovascular Surgery	0.859 	Q4
PHARMACOLOGY & PHARMACY	NATURE REVIEWS DRUG DISCOVERY	57.618 	Q1
PHARMACOLOGY & PHARMACY	PHARMACOLOGICAL REVIEWS	18.886 	Q1
PHARMACOLOGY & PHARMACY	ADVANCED DRUG DELIVERY REVIEWS	15.519 	Q1
PHARMACOLOGY & PHARMACY	Annual Review of Pharmacology and Toxicology	12.103 	Q1
PHARMACOLOGY & PHARMACY	DRUG RESISTANCE UPDATES	11.708 	Q3
PHARMACOLOGY & PHARMACY	TRENDS IN PHARMACOLOGICAL SCIENCES	11.523 	Q1
PHARMACOLOGY & PHARMACY	MEDICINAL RESEARCH REVIEWS	9.791 	Q2
PHARMACOLOGY & PHARMACY	PHARMACOLOGY & THERAPEUTICS	9.396 	Q1
PHARMACOLOGY & PHARMACY	JOURNAL OF CONTROLLED RELEASE	7.901 	Q1
PHARMACOLOGY & PHARMACY	ALIMENTARY PHARMACOLOGY & THERAPEUTICS	7.731 	Q1
PHARMACOLOGY & PHARMACY	NEUROPSYCHOPHARMACOLOGY	7.160 	Q1
PHARMACOLOGY & PHARMACY	DRUG DISCOVERY TODAY	6.880 	Q1
PHARMACOLOGY & PHARMACY	European Heart Journal-Cardiovascular Pharmacotherapy	6.723 	Q4
PHARMACOLOGY & PHARMACY	BRITISH JOURNAL OF PHARMACOLOGY	6.583 	Q1
PHARMACOLOGY & PHARMACY	CLINICAL PHARMACOLOGY & THERAPEUTICS	6.336 	Q1
PHARMACOLOGY & PHARMACY	Reviews of Physiology Biochemistry and Pharmacology	6.214 	Q4
PHARMACOLOGY & PHARMACY	Acta Pharmaceutica Sinica B	5.808 	Q3
PHARMACOLOGY & PHARMACY	PHARMACOLOGICAL RESEARCH	5.574 	Q1
PHARMACOLOGY & PHARMACY	Neurotherapeutics	5.552 	Q2
PHARMACOLOGY & PHARMACY	Expert Opinion on Drug Delivery	5.400 	Q2
PHARMACOLOGY & PHARMACY	CURRENT OPINION IN PHARMACOLOGY	5.203 	Q2
PHARMACOLOGY & PHARMACY	JOURNAL OF ANTIMICROBIAL CHEMOTHERAPY	5.113 	Q1
PHARMACOLOGY & PHARMACY	DRUGS	4.993 	Q1
PHARMACOLOGY & PHARMACY	BIODRUGS	4.903 	Q3
PHARMACOLOGY & PHARMACY	BIOCHEMICAL PHARMACOLOGY	4.825 	Q1
PHARMACOLOGY & PHARMACY	Pharmaceutics	4.773 	Q3
PHARMACOLOGY & PHARMACY	ANTIMICROBIAL AGENTS AND CHEMOTHERAPY	4.715 	Q1
PHARMACOLOGY & PHARMACY	EUROPEAN JOURNAL OF PHARMACEUTICS AND BIOPHARMACEUTICS	4.708 	Q1
PHARMACOLOGY & PHARMACY	DRUG METABOLISM REVIEWS	4.702 	Q3
PHARMACOLOGY & PHARMACY	CLINICAL PHARMACOKINETICS	4.680 	Q1
PHARMACOLOGY & PHARMACY	EXPERT OPINION ON THERAPEUTIC TARGETS	4.621 	Q2
PHARMACOLOGY & PHARMACY	INTERNATIONAL JOURNAL OF ANTIMICROBIAL AGENTS	4.615 	Q1
PHARMACOLOGY & PHARMACY	Current Neuropharmacology	4.568 	Q3
PHARMACOLOGY & PHARMACY	International Journal of Nanomedicine	4.471 	Q2
PHARMACOLOGY & PHARMACY	EUROPEAN NEUROPSYCHOPHARMACOLOGY	4.468 	Q1
PHARMACOLOGY & PHARMACY	Therapeutic Advances in Chronic Disease	4.455 	Q4
PHARMACOLOGY & PHARMACY	Journal of Pharmaceutical Analysis	4.440 	Q4
PHARMACOLOGY & PHARMACY	Expert Opinion on Drug Discovery	4.421 	Q2
PHARMACOLOGY & PHARMACY	MOLECULAR PHARMACEUTICS	4.396 	Q2
PHARMACOLOGY & PHARMACY	NEUROPHARMACOLOGY	4.367 	Q2
PHARMACOLOGY & PHARMACY	PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY	4.315 	Q1
PHARMACOLOGY & PHARMACY	JOURNAL OF NATURAL PRODUCTS	4.257 	Q1
PHARMACOLOGY & PHARMACY	JOURNAL OF PSYCHOPHARMACOLOGY	4.221 	Q2
PHARMACOLOGY & PHARMACY	INTERNATIONAL JOURNAL OF PHARMACEUTICS	4.213 	Q1
PHARMACOLOGY & PHARMACY	INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY	4.207 	Q2
PHARMACOLOGY & PHARMACY	CNS DRUGS	4.192 	Q2
PHARMACOLOGY & PHARMACY	CARDIOVASCULAR DRUGS AND THERAPY	4.181 	Q3
PHARMACOLOGY & PHARMACY	PHYTOMEDICINE	4.180 	Q2
PHARMACOLOGY & PHARMACY	JOURNAL OF FOOD AND DRUG ANALYSIS	4.176 	Q2
PHARMACOLOGY & PHARMACY	ANTIVIRAL RESEARCH	4.130 	Q1
PHARMACOLOGY & PHARMACY	EXPERT OPINION ON INVESTIGATIONAL DRUGS	4.031 	Q2
PHARMACOLOGY & PHARMACY	Asian Journal of Pharmaceutical Sciences	4.016 	Q3
PHARMACOLOGY & PHARMACY	ACTA PHARMACOLOGICA SINICA	4.010 	Q2
PHARMACOLOGY & PHARMACY	PHARMACEUTICAL RESEARCH	3.896 	Q2
PHARMACOLOGY & PHARMACY	CURRENT MEDICINAL CHEMISTRY	3.894 	Q2
PHARMACOLOGY & PHARMACY	Journal of Neuroimmune Pharmacology	3.870 	Q3
PHARMACOLOGY & PHARMACY	BRITISH JOURNAL OF CLINICAL PHARMACOLOGY	3.867 	Q1
PHARMACOLOGY & PHARMACY	MOLECULAR PHARMACOLOGY	3.853 	Q1
PHARMACOLOGY & PHARMACY	Frontiers in Pharmacology	3.845 	Q1
PHARMACOLOGY & PHARMACY	DRUG DELIVERY	3.829 	Q2
PHARMACOLOGY & PHARMACY	PHYTOTHERAPY RESEARCH	3.766 	Q2
PHARMACOLOGY & PHARMACY	BIOMEDICINE & PHARMACOTHERAPY	3.743 	Q2
PHARMACOLOGY & PHARMACY	PHARMACOECONOMICS	3.705 	Q2
PHARMACOLOGY & PHARMACY	EXPERT OPINION ON THERAPEUTIC PATENTS	3.699 	Q3
PHARMACOLOGY & PHARMACY	SAUDI PHARMACEUTICAL JOURNAL	3.643 	Q3
PHARMACOLOGY & PHARMACY	JOURNAL OF PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS	3.615 	Q1
PHARMACOLOGY & PHARMACY	TOXICOLOGY AND APPLIED PHARMACOLOGY	3.585 	Q2
PHARMACOLOGY & PHARMACY	Journal of Clinical Lipidology	3.581 	Q2
PHARMACOLOGY & PHARMACY	TOXICOLOGY	3.547 	Q2
PHARMACOLOGY & PHARMACY	AAPS Journal	3.545 	Q2
PHARMACOLOGY & PHARMACY	EUROPEAN JOURNAL OF PHARMACEUTICAL SCIENCES	3.532 	Q2
PHARMACOLOGY & PHARMACY	DRUG SAFETY	3.526 	Q2
PHARMACOLOGY & PHARMACY	PHARMACOGENOMICS JOURNAL	3.503 	Q3
PHARMACOLOGY & PHARMACY	Expert Opinion on Drug Metabolism & Toxicology	3.487 	Q3
PHARMACOLOGY & PHARMACY	Expert Review of Neurotherapeutics	3.453 	Q2
PHARMACOLOGY & PHARMACY	LIFE SCIENCES	3.448 	Q2
PHARMACOLOGY & PHARMACY	PSYCHOPHARMACOLOGY	3.424 	Q2
PHARMACOLOGY & PHARMACY	JOURNAL OF ETHNOPHARMACOLOGY	3.414 	Q2
PHARMACOLOGY & PHARMACY	CHEMICO-BIOLOGICAL INTERACTIONS	3.407 	Q2
PHARMACOLOGY & PHARMACY	CNS Neuroscience & Therapeutics	3.394 	Q3
PHARMACOLOGY & PHARMACY	INTERNATIONAL IMMUNOPHARMACOLOGY	3.361 	Q2
PHARMACOLOGY & PHARMACY	DRUG METABOLISM AND DISPOSITION	3.354 	Q2
PHARMACOLOGY & PHARMACY	VASCULAR PHARMACOLOGY	3.330 	Q2
PHARMACOLOGY & PHARMACY	JOURNAL OF DRUG TARGETING	3.277 	Q2
PHARMACOLOGY & PHARMACY	NEUROTOXICOLOGY	3.263 	Q2
PHARMACOLOGY & PHARMACY	ADVANCES IN THERAPY	3.260 	Q3
PHARMACOLOGY & PHARMACY	EXPERT OPINION ON EMERGING DRUGS	3.230 	Q4
PHARMACOLOGY & PHARMACY	Expert Opinion On Drug Safety	3.220 	Q2
PHARMACOLOGY & PHARMACY	Drug Design Development and Therapy	3.208 	Q2
PHARMACOLOGY & PHARMACY	JOURNAL OF PHARMACEUTICAL SCIENCES	3.197 	Q2
PHARMACOLOGY & PHARMACY	EUROPEAN JOURNAL OF PHARMACOLOGY	3.170 	Q2
PHARMACOLOGY & PHARMACY	Drug Delivery and Translational Research	3.111 	Q3
PHARMACOLOGY & PHARMACY	Expert Review of Anti-Infective Therapy	3.090 	Q2
PHARMACOLOGY & PHARMACY	Biomolecules & Therapeutics	3.089 	Q3
PHARMACOLOGY & PHARMACY	ENVIRONMENTAL TOXICOLOGY AND PHARMACOLOGY	3.061 	Q2
PHARMACOLOGY & PHARMACY	Molecular Diagnosis & Therapy	3.058 	Q4
PHARMACOLOGY & PHARMACY	PHARMACOTHERAPY	3.045 	Q2
PHARMACOLOGY & PHARMACY	EXPERT OPINION ON PHARMACOTHERAPY	3.038 	Q2
PHARMACOLOGY & PHARMACY	Journal of Managed Care & Specialty Pharmacy	3.024 	Q3
PHARMACOLOGY & PHARMACY	ChemMedChem	3.016 	Q2
PHARMACOLOGY & PHARMACY	CANCER CHEMOTHERAPY AND PHARMACOLOGY	3.008 	Q3
PHARMACOLOGY & PHARMACY	Infection and Drug Resistance	3.000 	Q4
PHARMACOLOGY & PHARMACY	Therapeutic Advances in Psychopharmacology	3.000 	Q4
PHARMACOLOGY & PHARMACY	REGULATORY TOXICOLOGY AND PHARMACOLOGY	2.996 	Q1
PHARMACOLOGY & PHARMACY	JOURNAL OF PHARMACEUTICAL AND BIOMEDICAL ANALYSIS	2.983 	Q2
PHARMACOLOGY & PHARMACY	JOURNAL OF CLINICAL PSYCHOPHARMACOLOGY	2.977 	Q2
PHARMACOLOGY & PHARMACY	International Journal for Parasitology-Drugs and Drug Resistance	2.951 	Q4
PHARMACOLOGY & PHARMACY	CLINICAL THERAPEUTICS	2.935 	Q2
PHARMACOLOGY & PHARMACY	Antibiotics-Basel	2.921 	Q4
PHARMACOLOGY & PHARMACY	JOURNAL OF CLINICAL PHARMACOLOGY	2.915 	Q2
PHARMACOLOGY & PHARMACY	JOURNAL OF PHARMACOKINETICS AND PHARMACODYNAMICS	2.910 	Q4
PHARMACOLOGY & PHARMACY	CRITICAL REVIEWS IN THERAPEUTIC DRUG CARRIER SYSTEMS	2.900 	Q4
PHARMACOLOGY & PHARMACY	PHARMACOEPIDEMIOLOGY AND DRUG SAFETY	2.870 	Q2
PHARMACOLOGY & PHARMACY	DRUGS & AGING	2.846 	Q2
PHARMACOLOGY & PHARMACY	Drug Testing and Analysis	2.799 	Q3
PHARMACOLOGY & PHARMACY	Expert Review of Clinical Pharmacology	2.776 	Q3
PHARMACOLOGY & PHARMACY	EUROPEAN JOURNAL OF CLINICAL PHARMACOLOGY	2.774 	Q2
PHARMACOLOGY & PHARMACY	PHARMACOLOGY BIOCHEMISTRY AND BEHAVIOR	2.773 	Q2
PHARMACOLOGY & PHARMACY	Pharmacological Reports	2.761 	Q2
PHARMACOLOGY & PHARMACY	CNS & Neurological Disorders-Drug Targets	2.761 	Q3
PHARMACOLOGY & PHARMACY	PLANTA MEDICA	2.746 	Q2
PHARMACOLOGY & PHARMACY	PHARMACOPSYCHIATRY	2.738 	Q3
PHARMACOLOGY & PHARMACY	European Review for Medical and Pharmacological Sciences	2.721 	Q2
PHARMACOLOGY & PHARMACY	Pharmacogenomics & Personalized Medicine	2.721 	Q4
PHARMACOLOGY & PHARMACY	DARU-Journal of Pharmaceutical Sciences	2.698 	Q4
PHARMACOLOGY & PHARMACY	Pharmacogenetics and Genomics	2.693 	Q3
PHARMACOLOGY & PHARMACY	JOURNAL OF PHARMACOLOGICAL AND TOXICOLOGICAL METHODS	2.679 	Q3
PHARMACOLOGY & PHARMACY	PULMONARY PHARMACOLOGY & THERAPEUTICS	2.669 	Q3
PHARMACOLOGY & PHARMACY	INVESTIGATIONAL NEW DRUGS	2.663 	Q3
PHARMACOLOGY & PHARMACY	PEPTIDES	2.659 	Q3
PHARMACOLOGY & PHARMACY	CURRENT DRUG TARGETS	2.642 	Q2
PHARMACOLOGY & PHARMACY	AAPS PHARMSCITECH	2.608 	Q2
PHARMACOLOGY & PHARMACY	JOURNAL OF DRUG DELIVERY SCIENCE AND TECHNOLOGY	2.606 	Q3
PHARMACOLOGY & PHARMACY	Current Vascular Pharmacology	2.583 	Q3
PHARMACOLOGY & PHARMACY	American Journal of Cardiovascular Drugs	2.578 	Q4
PHARMACOLOGY & PHARMACY	JOURNAL OF CARDIOVASCULAR PHARMACOLOGY AND THERAPEUTICS	2.570 	Q3
PHARMACOLOGY & PHARMACY	JOURNAL OF LIPOSOME RESEARCH	2.507 	Q4
PHARMACOLOGY & PHARMACY	PHARMACEUTICAL BIOLOGY	2.492 	Q2
PHARMACOLOGY & PHARMACY	Clinical Psychopharmacology and Neuroscience	2.470 	Q4
PHARMACOLOGY & PHARMACY	Journal of Global Antimicrobial Resistance	2.469 	Q4
PHARMACOLOGY & PHARMACY	ARCHIVES OF PHARMACAL RESEARCH	2.458 	Q3
PHARMACOLOGY & PHARMACY	BASIC & CLINICAL PHARMACOLOGY & TOXICOLOGY	2.452 	Q3
PHARMACOLOGY & PHARMACY	Dose-Response	2.451 	Q4
PHARMACOLOGY & PHARMACY	JOURNAL OF ANTIBIOTICS	2.446 	Q3
PHARMACOLOGY & PHARMACY	ANNALS OF PHARMACOTHERAPY	2.443 	Q3
PHARMACOLOGY & PHARMACY	JOURNAL OF PHARMACOLOGICAL SCIENCES	2.439 	Q3
PHARMACOLOGY & PHARMACY	FITOTERAPIA	2.431 	Q3
PHARMACOLOGY & PHARMACY	CURRENT PHARMACEUTICAL DESIGN	2.412 	Q3
PHARMACOLOGY & PHARMACY	Microbial Drug Resistance	2.397 	Q3
PHARMACOLOGY & PHARMACY	JOURNAL OF PHARMACY AND PHARMACOLOGY	2.390 	Q3
PHARMACOLOGY & PHARMACY	JOURNAL OF CARDIOVASCULAR PHARMACOLOGY	2.371 	Q3
PHARMACOLOGY & PHARMACY	DRUG DEVELOPMENT AND INDUSTRIAL PHARMACY	2.367 	Q3
PHARMACOLOGY & PHARMACY	PHARMACEUTICAL DEVELOPMENT AND TECHNOLOGY	2.347 	Q3
PHARMACOLOGY & PHARMACY	CLINICAL AND EXPERIMENTAL PHARMACOLOGY AND PHYSIOLOGY	2.336 	Q3
PHARMACOLOGY & PHARMACY	Cardiovascular Therapeutics	2.315 	Q3
PHARMACOLOGY & PHARMACY	ANTIVIRAL THERAPY	2.305 	Q3
PHARMACOLOGY & PHARMACY	Contemporary Clinical Trials	2.280 	Q3
PHARMACOLOGY & PHARMACY	CURRENT DRUG METABOLISM	2.277 	Q3
PHARMACOLOGY & PHARMACY	TOXICON	2.276 	Q3
PHARMACOLOGY & PHARMACY	Journal of Ethnobiology and Ethnomedicine	2.273 	Q2
PHARMACOLOGY & PHARMACY	PHARMACOGENOMICS	2.265 	Q3
PHARMACOLOGY & PHARMACY	Chinese Medicine	2.265 	Q3
PHARMACOLOGY & PHARMACY	HUMAN PSYCHOPHARMACOLOGY-CLINICAL AND EXPERIMENTAL	2.265 	Q3
PHARMACOLOGY & PHARMACY	FUNDAMENTAL & CLINICAL PHARMACOLOGY	2.229 	Q3
PHARMACOLOGY & PHARMACY	Clinical Pharmacology in Drug Development	2.227 	Q4
PHARMACOLOGY & PHARMACY	INTERNATIONAL JOURNAL OF IMMUNOPATHOLOGY AND PHARMACOLOGY	2.180 	Q4
PHARMACOLOGY & PHARMACY	JOURNAL OF CLINICAL PHARMACY AND THERAPEUTICS	2.167 	Q3
PHARMACOLOGY & PHARMACY	JOURNAL OF CHILD AND ADOLESCENT PSYCHOPHARMACOLOGY	2.160 	Q2
PHARMACOLOGY & PHARMACY	CLINICAL DRUG INVESTIGATION	2.158 	Q3
PHARMACOLOGY & PHARMACY	ARCHIV DER PHARMAZIE	2.145 	Q3
PHARMACOLOGY & PHARMACY	Recent Patents on Anti-Cancer Drug Discovery	2.121 	Q4
PHARMACOLOGY & PHARMACY	BMC Pharmacology & Toxicology	2.103 	Q4
PHARMACOLOGY & PHARMACY	HIV CLINICAL TRIALS	2.089 	Q4
PHARMACOLOGY & PHARMACY	IMMUNOPHARMACOLOGY AND IMMUNOTOXICOLOGY	2.086 	Q4
PHARMACOLOGY & PHARMACY	JOURNAL OF THE AMERICAN PHARMACISTS ASSOCIATION	2.076 	Q3
PHARMACOLOGY & PHARMACY	NAUNYN-SCHMIEDEBERGS ARCHIVES OF PHARMACOLOGY	2.058 	Q3
PHARMACOLOGY & PHARMACY	THERAPEUTIC DRUG MONITORING	2.047 	Q3
PHARMACOLOGY & PHARMACY	CANADIAN JOURNAL OF PHYSIOLOGY AND PHARMACOLOGY	2.041 	Q3
PHARMACOLOGY & PHARMACY	JOURNAL OF MICROENCAPSULATION	2.040 	Q2
PHARMACOLOGY & PHARMACY	ALCOHOL	2.039 	Q3
PHARMACOLOGY & PHARMACY	AMERICAN JOURNAL OF HEALTH-SYSTEM PHARMACY	2.012 	Q3
PHARMACOLOGY & PHARMACY	Journal of Natural Medicines	1.966 	Q3
PHARMACOLOGY & PHARMACY	BIOLOGICALS	1.960 	Q4
PHARMACOLOGY & PHARMACY	DRUG AND CHEMICAL TOXICOLOGY	1.946 	Q3
PHARMACOLOGY & PHARMACY	CHIRALITY	1.927 	Q3
PHARMACOLOGY & PHARMACY	EXPERIMENTAL AND CLINICAL PSYCHOPHARMACOLOGY	1.922 	Q3
PHARMACOLOGY & PHARMACY	JOURNAL OF PHARMACY AND PHARMACEUTICAL SCIENCES	1.922 	Q3
PHARMACOLOGY & PHARMACY	XENOBIOTICA	1.902 	Q3
PHARMACOLOGY & PHARMACY	CANCER BIOTHERAPY AND RADIOPHARMACEUTICALS	1.894 	Q3
PHARMACOLOGY & PHARMACY	SKIN PHARMACOLOGY AND PHYSIOLOGY	1.892 	Q3
PHARMACOLOGY & PHARMACY	Drug Metabolism and Pharmacokinetics	1.874 	Q3
PHARMACOLOGY & PHARMACY	Iranian Journal of Basic Medical Sciences	1.854 	Q3
PHARMACOLOGY & PHARMACY	Expert Review of Pharmacoeconomics & Outcomes Research	1.828 	Q3
PHARMACOLOGY & PHARMACY	JOURNAL OF ONCOLOGY PHARMACY PRACTICE	1.826 	Q4
PHARMACOLOGY & PHARMACY	ANTI-CANCER DRUGS	1.801 	Q4
PHARMACOLOGY & PHARMACY	JOURNAL OF OCULAR PHARMACOLOGY AND THERAPEUTICS	1.792 	Q3
PHARMACOLOGY & PHARMACY	BEHAVIOURAL PHARMACOLOGY	1.788 	Q4
PHARMACOLOGY & PHARMACY	Chinese Journal of Natural Medicines	1.773 	Q2
PHARMACOLOGY & PHARMACY	PEDIATRIC DRUGS	1.760 	Q3
PHARMACOLOGY & PHARMACY	Revista Brasileira de Farmacognosia-Brazilian Journal of Pharmacognosy	1.754 	Q4
PHARMACOLOGY & PHARMACY	BIOMEDICAL CHROMATOGRAPHY	1.748 	Q4
PHARMACOLOGY & PHARMACY	DRUG DEVELOPMENT RESEARCH	1.742 	Q4
PHARMACOLOGY & PHARMACY	AMERICAN JOURNAL OF PHARMACEUTICAL EDUCATION	1.737 	Q3
PHARMACOLOGY & PHARMACY	International Journal of Clinical Pharmacy	1.692 	Q4
PHARMACOLOGY & PHARMACY	KOREAN JOURNAL OF PHYSIOLOGY & PHARMACOLOGY	1.654 	Q4
PHARMACOLOGY & PHARMACY	Current Drug Delivery	1.645 	Q4
PHARMACOLOGY & PHARMACY	INTERNATIONAL CLINICAL PSYCHOPHARMACOLOGY	1.638 	Q4
PHARMACOLOGY & PHARMACY	PHARMACOLOGY	1.615 	Q4
PHARMACOLOGY & PHARMACY	BIOPHARMACEUTICS & DRUG DISPOSITION	1.611 	Q4
PHARMACOLOGY & PHARMACY	JOURNAL OF CHEMOTHERAPY	1.599 	Q4
PHARMACOLOGY & PHARMACY	Current Molecular Pharmacology	1.596 	Q4
PHARMACOLOGY & PHARMACY	PHARMACEUTICAL STATISTICS	1.584 	Q4
PHARMACOLOGY & PHARMACY	Journal of Applied Biomedicine	1.573 	Q4
PHARMACOLOGY & PHARMACY	CHEMOTHERAPY	1.571 	Q4
PHARMACOLOGY & PHARMACY	BIOLOGICAL & PHARMACEUTICAL BULLETIN	1.540 	Q4
PHARMACOLOGY & PHARMACY	JOURNAL OF INFECTION AND CHEMOTHERAPY	1.539 	Q4
PHARMACOLOGY & PHARMACY	FARMACIA	1.527 	Q4
PHARMACOLOGY & PHARMACY	CLINICAL AND EXPERIMENTAL HYPERTENSION	1.522 	Q4
PHARMACOLOGY & PHARMACY	CURRENT PHARMACEUTICAL BIOTECHNOLOGY	1.516 	Q4
PHARMACOLOGY & PHARMACY	COMBINATORIAL CHEMISTRY & HIGH THROUGHPUT SCREENING	1.503 	Q4
PHARMACOLOGY & PHARMACY	EUROPEAN JOURNAL OF DRUG METABOLISM AND PHARMACOKINETICS	1.497 	Q4
PHARMACOLOGY & PHARMACY	Journal of Pharmaceutical Innovation	1.452 	Q4
PHARMACOLOGY & PHARMACY	INTERNATIONAL JOURNAL OF MEDICINAL MUSHROOMS	1.423 	Q4
PHARMACOLOGY & PHARMACY	ASSAY AND DRUG DEVELOPMENT TECHNOLOGIES	1.420 	Q4
PHARMACOLOGY & PHARMACY	Personalized Medicine	1.414 	Q4
PHARMACOLOGY & PHARMACY	CHEMICAL & PHARMACEUTICAL BULLETIN	1.405 	Q4
PHARMACOLOGY & PHARMACY	ACTA PHARMACEUTICA	1.405 	Q4
PHARMACOLOGY & PHARMACY	THERAPIE	1.364 	Q4
PHARMACOLOGY & PHARMACY	JOURNAL OF INTERNATIONAL MEDICAL RESEARCH	1.351 	Q4
PHARMACOLOGY & PHARMACY	CLINICAL NEUROPHARMACOLOGY	1.272 	Q4
PHARMACOLOGY & PHARMACY	INTERNATIONAL JOURNAL OF TOXICOLOGY	1.223 	Q4
PHARMACOLOGY & PHARMACY	MEDICAL LETTER ON DRUGS AND THERAPEUTICS	1.222 	Q4
PHARMACOLOGY & PHARMACY	Iranian Journal of Pharmaceutical Research	1.183 	Q4
PHARMACOLOGY & PHARMACY	JOURNAL OF VETERINARY PHARMACOLOGY AND THERAPEUTICS	1.175 	Q4
PHARMACOLOGY & PHARMACY	JOURNAL OF ASIAN NATURAL PRODUCTS RESEARCH	1.170 	Q3
PHARMACOLOGY & PHARMACY	AMERICAN JOURNAL OF THERAPEUTICS	1.133 	Q4
PHARMACOLOGY & PHARMACY	Endocrine Metabolic & Immune Disorders-Drug Targets	1.104 	Q4
PHARMACOLOGY & PHARMACY	DRUGS OF TODAY	1.074 	Q4
PHARMACOLOGY & PHARMACY	INDIAN JOURNAL OF PHARMACOLOGY	1.040 	Q4
PHARMACOLOGY & PHARMACY	ZEITSCHRIFT FUR NATURFORSCHUNG SECTION C-A JOURNAL OF BIOSCIENCES	1.000 	Q4
PHARMACOLOGY & PHARMACY	Annual Reports in Medicinal Chemistry	1.000 	Q4
PHARMACOLOGY & PHARMACY	INTERNATIONAL JOURNAL OF CLINICAL PHARMACOLOGY AND THERAPEUTICS	0.945 	Q4
PHARMACOLOGY & PHARMACY	Therapeutic Innovation & Regulatory Science	0.901 	Q4
PHARMACOLOGY & PHARMACY	Current Pharmaceutical Analysis	0.829 	Q4
PHARMACOLOGY & PHARMACY	PHARMAZIE	0.820 	Q4
PHARMACOLOGY & PHARMACY	Bangladesh Journal of Pharmacology	0.811 	Q4
PHARMACOLOGY & PHARMACY	Expert Opinion on Orphan Drugs	0.763 	Q4
PHARMACOLOGY & PHARMACY	Revista Espanola de Quimioterapia	0.760 	Q4
PHARMACOLOGY & PHARMACY	Journal of Biopharmaceutical Statistics	0.756 	Q4
PHARMACOLOGY & PHARMACY	International Journal of Pharmacology	0.754 	Q4
PHARMACOLOGY & PHARMACY	European Journal of Hospital Pharmacy-Science and Practice	0.717 	Q4
PHARMACOLOGY & PHARMACY	DISSOLUTION TECHNOLOGIES	0.674 	Q4
PHARMACOLOGY & PHARMACY	INDIAN JOURNAL OF PHARMACEUTICAL SCIENCES	0.634 	Q4
PHARMACOLOGY & PHARMACY	FOOD AND DRUG LAW JOURNAL	0.619 	Q4
PHARMACOLOGY & PHARMACY	Pakistan Journal of Pharmaceutical Sciences	0.596 	Q4
PHARMACOLOGY & PHARMACY	Brazilian Journal of Pharmaceutical Sciences	0.512 	Q4
PHARMACOLOGY & PHARMACY	PHARMACEUTICAL CHEMISTRY JOURNAL	0.510 	Q4
PHARMACOLOGY & PHARMACY	Boletin Latinoamericano y del Caribe de Plantas Medicinales y Aromaticas	0.500 	Q4
